2024-06-09 12:25:41;Desligado
2024-06-09 12:26:03;Ligado
2024-06-09 12:27:35;Desligado
2024-06-09 12:28:01;Ligado
2024-06-09 12:28:15;Desligado
2024-06-09 12:28:48;Ligado
2024-06-09 12:30:18;Desligado
2024-06-09 12:30:46;Ligado
2024-06-09 12:30:53;Desligado
2024-06-12 22:42:21;Ligado
2024-06-12 22:45:16;Desligado
2024-06-13 08:54:27;Ligado
2024-06-13 09:38:51;Desligado
2024-05-16 15:51:48;Ligado
2024-05-16 15:51:56;Desligado
2024-05-16 15:57:25;Ligado
2024-05-16 15:59:05;Desligado
2024-05-16 16:00:18;Ligado
2024-05-16 16:00:26;Desligado
2024-06-13 10:04:09;Ligado
2024-06-13 10:04:12;Desligado
2024-06-13 10:20:51;Ligado
2024-06-13 10:21:08;Desligado
2024-05-16 16:21:17;Ligado
2024-05-16 16:21:33;Desligado
2024-05-16 16:23:48;Ligado
2024-05-16 16:24:04;Ligado
2024-05-16 16:24:09;Desligado
2024-06-13 10:29:54;Ligado
2024-06-13 10:30:11;Desligado
2024-06-13 10:30:34;Ligado
2024-06-13 10:30:36;Desligado
2024-06-13 10:30:52;Ligado
2024-06-13 10:31:03;Desligado
2024-06-13 10:31:26;Ligado
2024-06-13 10:31:30;Desligado
2024-06-13 10:31:45;Ligado
2024-06-13 10:31:50;Desligado
2024-06-13 10:31:58;Ligado
2024-06-13 10:32:03;Desligado
2024-06-13 10:32:56;Ligado
2024-06-13 10:33:07;Desligado
2024-06-14 22:55:52;Ligado
2024-06-14 22:56:06;Desligado
2024-06-14 23:12:06;Ligado
2024-06-14 23:12:10;Desligado
2024-06-14 23:12:38;Ligado
2024-06-14 23:12:38;Ligado
2024-06-14 23:12:41;Desligado
2024-06-14 23:15:32;Ligado
2024-06-14 23:15:42;Desligado
2024-06-14 23:15:46;Ligado
2024-06-14 23:16:46;Desligado
2024-06-14 23:16:50;Ligado
2024-06-14 23:17:30;Desligado
2024-06-14 23:17:42;Ligado
2024-06-14 23:18:12;Desligado
2024-06-14 23:19:07;Ligado
2024-06-14 23:22:01;Desligado
2024-06-14 23:22:04;Ligado
2024-06-14 23:38:29;Desligado
2024-06-14 23:38:32;Ligado
2024-06-14 23:38:36;Desligado
2024-06-14 23:39:16;Ligado
2024-06-14 23:39:59;Desligado
2024-06-14 23:40:05;Ligado
2024-06-14 23:40:08;Desligado
2024-06-14 23:40:22;Ligado
2024-06-14 23:40:28;Desligado
2024-06-14 23:42:00;Ligado
2024-06-15 06:56:34;Desligado
2024-06-15 06:56:50;Ligado
2024-06-15 06:56:55;Desligado
2024-06-15 06:57:00;Ligado
2024-06-15 06:58:07;Desligado
2024-06-15 06:58:11;Ligado
